"_id","收费门架编号","门架名称","门架类型","门架种类","门架标志","省界入/出口标识","收费单元编码组合","车道数","纬度","经度","桩号","使用状态","起始日期","终止日期","门架HEX字符串","反向门架HEX字符串"
"ObjectId(""61f35b681642df6c4cd1cf72"")","G000237006000820230","京沪鲁苏-红花埠门架","省界收费门架","实体门架",0,"省界入口","G000237006000820","2|0",34.455353,118.343243,"K708+100","在用","2100-01-01","2999-12-31","3F1903","3E1902"
"ObjectId(""61f35b681642df6c4cd1cf73"")","G000237006000820240","京沪鲁苏-红花埠门架","省界收费门架","实体门架",0,"省界入口","G000237006000820","2|0",34.43023,118.36566,"K708+050","在用","2100-01-01","2999-12-31","3F1903","3E1902"
"ObjectId(""61f35b681642df6c4cd1cf74"")","G000237006001120110","郯城-兰陵虚门架","路段收费门架","实体门架",0,null,"G000237006001120","2|1",34.841691,118.208058,"K658+350","在用","2100-01-01","2999-12-31","3D1906","3C1915"
"ObjectId(""61f35b681642df6c4cd1cf75"")","G000237006001220120","兰陵-临枣京沪枢纽虚门架","路段收费门架","实体门架",0,null,"G000237006001220","2|1",34.878961,118.205533,"K654+830","备用","2100-01-01","2999-12-31","3D1907","3C1914"
"ObjectId(""61f35b681642df6c4cd1cf76"")","G000237006001320130","临枣京沪枢纽-临沂南虚门架","路段收费门架","实体门架",0,null,"G000237006001320","2|1",34.995058,118.206113,"K639+800","在用","2100-01-01","2999-12-31","3D1908","3C1913"
"ObjectId(""61f35b681642df6c4cd1cf77"")","G000237006001510150","郯城-郯城虚门架","路段收费门架","虚拟门架",null,null,"G000237006001510","2|1",34.642540315554,118.242730729431,"K681+463","在用","2100-01-01","2999-12-31","3C190A","3D190B"
"ObjectId(""61f35b681642df6c4cd1cf78"")","G000237006001620160","郯城虚-郯城门架","路段收费门架","虚拟门架",null,null,"G000237006001620","2|1",34.6425209580957,118.243017177691,"K681+463","在用","2100-01-01","2999-12-31","3D190B","3C190A"
"ObjectId(""61f35b681642df6c4cd1cf79"")","G000237006001710170","红花埠-红花埠虚门架","路段收费门架","虚拟门架",null,null,"G000237006001710","2|1",34.4427965470909,118.339138897604,"K705+623","在用","2100-01-01","2999-12-31","3C190C","3D190D"
"ObjectId(""61f35b681642df6c4cd1cf7a"")","G000237006001820180","红花埠虚-红花埠门架","路段收费门架","虚拟门架",null,null,"G000237006001820","2|1",34.4425643080704,118.339003502127,"K705+623","在用","2100-01-01","2999-12-31","3D190D","3C190C"
"ObjectId(""61f35b681642df6c4cd1cf7b"")","G000237006001910190","临沂南-临沂南虚门架","路段收费门架","虚拟门架",null,null,"G000237006001910","2|1",35.0217861936904,118.224285131664,"K638+793","在用","2100-01-01","2999-12-31","3C190E","3D190F"
"ObjectId(""61f35b681642df6c4cd1cf7c"")","G000237006002020200","临沂南虚-临沂南门架","路段收费门架","虚拟门架",null,null,"G000237006002020","2|1",35.0217073228102,118.224250433054,"K638+793","在用","2100-01-01","2999-12-31","3D190F","3C190E"
"ObjectId(""61f35b681642df6c4cd1cf7d"")","G000237006002110210","兰陵-兰陵虚门架","路段收费门架","虚拟门架",null,null,"G000237006002110","2|1",34.8619479072959,118.207576537217,"K656+543","停用","2100-01-01","2999-12-31","3C1910","3D1911"
"ObjectId(""61f35b681642df6c4cd1cf7e"")","G000237006002220220","兰陵虚-兰陵门架","路段收费门架","虚拟门架",null,null,"G000237006002220","2|1",34.861975435442,118.207390938424,"K656+543","停用","2100-01-01","2999-12-31","3D1911","3C1910"
"ObjectId(""61f35b681642df6c4cd1cf7f"")","G000237006002310230","临沂商城-临沂商城虚收费门架","路段收费门架","虚拟门架",null,null,"G000237006002310","3|1",35.064425,118.233481,"K633+500","备用","2100-01-01","2999-12-31","3C1919","3D191A"
"ObjectId(""61f35b681642df6c4cd1cf80"")","G000237006002420240","临沂商城虚-临沂商城收费门架","路段收费门架","虚拟门架",null,null,"G000237006002420","3|1",35.064425,118.233481,"K633+500","备用","2100-01-01","2999-12-31","3D191A","3C1919"
"ObjectId(""61f35b681642df6c4cd1cf81"")","G000237006002510250","郯城南-郯城南虚收费门架","路段收费门架","虚拟门架",null,null,"G000237006002510","3|1",34.57948,118.265989,"K688+500","备用","2100-01-01","2999-12-31","3C191B","3D191C"
"ObjectId(""61f35b681642df6c4cd1cf82"")","G000237006002620260","郯城南虚-郯城南收费门架","路段收费门架","虚拟门架",null,null,"G000237006002620","3|1",34.57948,118.265989,"K688+500","备用","2100-01-01","2999-12-31","3D191C","3C191B"
"ObjectId(""61f35b681642df6c4cd1cf83"")","G000237006002910290","临沂商城虚-临沂南虚收费门架","路段收费门架","实体门架",0,null,"G000237006002910","3|1",35.050979,118.227251,"K636+020","在用","2100-01-01","2999-12-31","3C1820","3D1821"
"ObjectId(""61f35b681642df6c4cd1cf84"")","G000237006003020300","临沂南虚-临沂商城虚收费门架","路段收费门架","实体门架",0,null,"G000237006003020","3|1",35.051532,118.227766,"K636+070","在用","2100-01-01","2999-12-31","3D1821","3C1820"
"ObjectId(""61f35b681642df6c4cd1cf85"")","G000237006003110310","郯城虚-郯城南虚收费门架","路段收费门架","实体门架",0,null,"G000237006003110","3|1",34.621152,118.249304,"K684+020","在用","2100-01-01","2999-12-31","3C191D","3D191E"
"ObjectId(""61f35b681642df6c4cd1cf86"")","G000237006003220320","郯城南虚-郯城虚收费门架","路段收费门架","实体门架",0,null,"G000237006003220","3|1",34.621064,118.24946,"K684+080","在用","2100-01-01","2999-12-31","3D191E","3C191D"
"ObjectId(""61f35b681642df6c4cd1cf87"")","G000237006003310330","郯城南虚-红花埠虚收费门架","路段收费门架","实体门架",0,null,"G000237006003310","3|1",34.46396,118.319691,"K703+235","在用","2100-01-01","2999-12-31","3C191F","3D1920"
"ObjectId(""61f35b681642df6c4cd1cf88"")","G000237006003420340","红花埠虚-郯城南虚收费门架","路段收费门架","实体门架",0,null,"G000237006003420","3|1",34.463336,118.320245,"K703+300","在用","2100-01-01","2999-12-31","3D1920","3C191F"
"ObjectId(""61f35b681642df6c4cd1cf89"")","G000237007000310010","济阳-济阳虚收费门架","路段收费门架","虚拟门架",null,null,"G000237007000310","2|1",36.8449252523728,117.115925469905,"K116+350","在用","2100-01-01","2999-12-31","3C6516","3D6515"
"ObjectId(""61f35b681642df6c4cd1cf8a"")","G000237007000320010","济阳虚-济阳收费门架","路段收费门架","虚拟门架",null,null,"G000237007000320","2|1",36.8450314520958,117.116132246379,"K116+350","在用","2100-01-01","2999-12-31","3D6515","3C6516"
"ObjectId(""61f35b681642df6c4cd1cf8b"")","G000237008000120010","唐王枢纽-机场枢纽门架","路段收费门架","实体门架",0,null,"G000237008000120","3|1",36.792111,117.247584,"K326+300","在用","2100-01-01","2999-12-31","3D6501","3C6510"
"ObjectId(""61f35b681642df6c4cd1cf8c"")","G000237008000210150","遥墙-机场枢纽门架","路段收费门架","实体门架",0,null,"G000237008000210","4|1",36.812733,117.190578,"K119+000","在用","2100-01-01","2999-12-31","3C6512","3D6511"
"ObjectId(""61f35b681642df6c4cd1cf8d"")","G000237008000320030","遥墙-济阳门架","路段收费门架","实体门架",0,null,"G000237008000320|G000237007000120","4|1",36.817872,117.174033,"K116+550","在用","2100-01-01","2999-12-31","3D6503","3C650E"
"ObjectId(""61f35b681642df6c4cd1cf8e"")","G000237008000420040","济阳-济乐青银立交门架","路段收费门架","实体门架",0,null,"G000237008000420","4|1",36.843948,117.104177,"K110+100","在用","2100-01-01","2999-12-31","3D6504","3C650D"
"ObjectId(""61f35b681642df6c4cd1cf8f"")","G000237008000520050","济乐青银立交-靳家门架","路段收费门架","实体门架",0,null,"G000237008000520","4|1",36.843563,117.025777,"K103+100","备用","2100-01-01","2999-12-31","3D6505","3C650C"
"ObjectId(""61f35b681642df6c4cd1cf90"")","G000237008000620060","靳家-表白寺枢纽门架","路段收费门架","实体门架",0,null,"G000237008000620","4|1",36.842479,116.984006,"K99+500","备用","2100-01-01","2999-12-31","3D6506","3C650B"
"ObjectId(""61f35b681642df6c4cd1cf91"")","G000237008000720070","表白寺枢纽-齐河东门架","路段收费门架","实体门架",0,null,"G000237008000720","4|1",36.800801,116.874717,"K88+000","在用","2100-01-01","2999-12-31","3D6507","3C650A"
"ObjectId(""61f35b681642df6c4cd1cf92"")","G000237008000820080","齐河东-晏城枢纽门架","路段收费门架","实体门架",0,null,"G000237008000820|G000237008000920","2|1",36.786678,116.83629,"K84+300","在用","2100-01-01","2999-12-31","3D6508","3C6509"
"ObjectId(""61f35b681642df6c4cd1cf93"")","G000237008001110090","晏城枢纽-齐河东门架","路段收费门架","实体门架",0,null,"G000237008001010|G000237008001110","2|1",36.7855,116.833984,"K84+100","在用","2100-01-01","2999-12-31","3C6509","3D6508"
"ObjectId(""61f35b691642df6c4cd1cf94"")","G000237008001210100","齐河东-表白寺枢纽门架","路段收费门架","实体门架",0,null,"G000237008001210","2|1",36.800131,116.873626,"K87+800","在用","2100-01-01","2999-12-31","3C650A","3D6507"
"ObjectId(""61f35b691642df6c4cd1cf95"")","G000237008001310110","表白寺枢纽-靳家门架","路段收费门架","实体门架",0,null,"G000237008001310","2|1",36.842427,116.982289,"K99+300","备用","2100-01-01","2999-12-31","3C650B","3D6506"
"ObjectId(""61f35b691642df6c4cd1cf96"")","G000237008001410120","靳家-济乐青银立交门架","路段收费门架","实体门架",0,null,"G000237008001410","4|1",36.843227,117.024595,"K102+900","备用","2100-01-01","2999-12-31","3C650C","3D6505"
"ObjectId(""61f35b691642df6c4cd1cf97"")","G000237008001510130","济乐青银立交-济阳门架","路段收费门架","实体门架",0,null,"G000237008001510","4|1",36.843829,117.103031,"K109+900","备用","2100-01-01","2999-12-31","3C650D","3D6504"
"ObjectId(""61f35b691642df6c4cd1cf98"")","G000237008001610140","济阳-遥墙门架","路段收费门架","实体门架",0,null,"G000237007000210|G000237008001610","4|1",36.8180576510697,117.172238788271,"K116+350","在用","2100-01-01","2999-12-31","3C650E","3D6503"
"ObjectId(""61f35b691642df6c4cd1cf99"")","G000237008001720020","机场枢纽-遥墙门架","路段收费门架","实体门架",0,null,"G000237008001720","4|1",36.8117886301299,117.193321777889,"K119+200","在用","2100-01-01","2999-12-31","3D6511","3C6512"
"ObjectId(""61f35b6a1642df6c4cd1cf9a"")","G000237008001810160","机场枢纽-唐王枢纽门架","路段收费门架","实体门架",0,null,"G000237008001810","4|1",36.7924693616096,117.245316344672,"K326+500","在用","2100-01-01","2999-12-31","3C6510","3D6501"
"ObjectId(""61f35b6a1642df6c4cd1cf9b"")","G000237008001910010","表白寺枢纽-齐河北枢纽门架","路段收费门架","实体门架",0,null,"G000237008001910|G000237008002010","3|1",36.841164,116.932825,"K355+400","在用","2100-01-01","2999-12-31","3C0B18","3D0B02"
"ObjectId(""61f35b6a1642df6c4cd1cf9c"")","G000237008002220180","齐河北枢纽-表白寺枢纽门架","路段收费门架","实体门架",0,null,"G000237008002120|G000237008002220","3|1",36.84103,116.931303,"K355+600","在用","2100-01-01","2999-12-31","3D0B02","3C0B18"
"ObjectId(""61f35b6a1642df6c4cd1cf9d"")","G000237008002310010","遥墙-遥墙虚收费门架","路段收费门架","虚拟门架",null,null,"G000237008002310","2|1",36.8175235951388,117.18455747265,"K119+000","在用","2100-01-01","2999-12-31","3C6514","3D6513"
"ObjectId(""61f35b6a1642df6c4cd1cf9e"")","G000237008002320010","遥墙虚-遥墙收费门架","路段收费门架","虚拟门架",null,null,"G000237008002320","2|1",36.8175832499243,117.18468274107,"K119+000","在用","2100-01-01","2999-12-31","3D6513","3C6514"
"ObjectId(""61f35b6a1642df6c4cd1cf9f"")","G000237008002410010","靳家-靳家虚收费门架","路段收费门架","虚拟门架",null,null,"G000237008002410","2|1",36.8436538774824,117.007412865972,"K99+500","在用","2100-01-01","2999-12-31","3C6518","3D6517"
"ObjectId(""61f35b6a1642df6c4cd1cfa0"")","G000237008002420010","靳家虚-靳家收费门架","路段收费门架","虚拟门架",null,null,"G000237008002420","2|1",36.8437271069925,117.007459844557,"K99+500","在用","2100-01-01","2999-12-31","3D6517","3C6518"
"ObjectId(""61f35b6a1642df6c4cd1cfa1"")","G000237008002510010","齐河东-齐河东虚收费门架","路段收费门架","虚拟门架",null,null,"G000237008002510","2|1",36.7964375522056,116.855371767292,"K87+800","在用","2100-01-01","2999-12-31","3C651A","3D6519"
"ObjectId(""61f35b6a1642df6c4cd1cfa2"")","G000237008002520010","齐河东虚-齐河东收费门架","路段收费门架","虚拟门架",null,null,"G000237008002520","2|1",36.7964143618573,116.855506346854,"K87+800","在用","2100-01-01","2999-12-31","3D6519","3C651A"
"ObjectId(""61f35b6a1642df6c4cd1cfa3"")","G000237009000110010","机场-机场枢纽门架","路段收费门架","实体门架",0,null,"G000237009000110","2|1",36.834534,117.205331,"K1+300","备用","2100-01-01","2999-12-31","3C0D01","3D0D08"
"ObjectId(""61f35b6a1642df6c4cd1cfa4"")","G000237009000210020","机场枢纽-小许家枢纽门架","路段收费门架","实体门架",0,null,"G000237009000210","2|1",36.789282,117.203635,"K6+310","在用","2100-01-01","2999-12-31","3C0D02","3D0D07"
"ObjectId(""61f35b6a1642df6c4cd1cfa5"")","G000237009000310030","小许家枢纽-郭店门架","路段收费门架","实体门架",0,null,"G000237009000310","2|1",36.743237,117.207278,"K11+650","在用","2100-01-01","2999-12-31","3C0D03","3D0D06"
"ObjectId(""61f35b6a1642df6c4cd1cfa6"")","G000237009000410040","郭店-济南东门架","路段收费门架","实体门架",0,null,"G000237009000410","2|1",36.71035,117.210301,"K15+350","在用","2100-01-01","2999-12-31","3C0D04","3D0D05"
"ObjectId(""61f35b6a1642df6c4cd1cfa7"")","G000237009000520050","济南东-郭店门架","路段收费门架","实体门架",0,null,"G000237009000520","2|1",36.70964903,117.21036068,"K15+400","在用","2100-01-01","2999-12-31","3D0D05","3C0D04"
"ObjectId(""61f35b6a1642df6c4cd1cfa8"")","G000237009000620060","郭店-小许家枢纽门架","路段收费门架","实体门架",0,null,"G000237009000620","2|1",36.742528,117.207606,"K11+700","在用","2100-01-01","2999-12-31","3D0D06","3C0D03"
"ObjectId(""61f35b6a1642df6c4cd1cfa9"")","G000237009000720070","小许家枢纽-机场枢纽门架","路段收费门架","实体门架",0,null,"G000237009000720","2|1",36.788511,117.203997,"K6+360","在用","2100-01-01","2999-12-31","3D0D07","3C0D02"
"ObjectId(""61f35b6a1642df6c4cd1cfaa"")","G000237009000820080","机场枢纽-机场门架","路段收费门架","实体门架",0,null,"G000237009000820","2|1",36.833898,117.205501,"K1+350","备用","2100-01-01","2999-12-31","3D0D08","3C0D01"
"ObjectId(""61f35b6a1642df6c4cd1cfab"")","G000237009000910010","济南东-济南东虚收费门架","路段收费门架","虚拟门架",null,null,"G000237009000910","2|1",36.6764528712095,117.210186611641,"K21+000","在用","2100-01-01","2999-12-31","3C1C10","3D1C0F"
"ObjectId(""61f35b6a1642df6c4cd1cfac"")","G000237009000920010","济南东虚-济南东收费门架","路段收费门架","虚拟门架",null,null,"G000237009000920","2|1",36.6765251225856,117.209919924476,"K21+000","在用","2100-01-01","2999-12-31","3D1C0F","3C1C10"
"ObjectId(""61f35b6a1642df6c4cd1cfad"")","G000237009001010010","郭店-郭店虚收费门架","路段收费门架","虚拟门架",null,null,"G000237009001010","2|1",36.7254646112141,117.208710802511,"K11+700","在用","2100-01-01","2999-12-31","3C1402","3D1401"
"ObjectId(""61f35b6a1642df6c4cd1cfae"")","G000237009001020010","郭店虚-郭店收费门架","路段收费门架","虚拟门架",null,null,"G000237009001020","2|1",36.7248774954628,117.207972376118,"K11+700","在用","2100-01-01","2999-12-31","3D1401","3C1402"
"ObjectId(""61f35b6a1642df6c4cd1cfaf"")","G000237009001110010","机场-机场虚收费门架","路段收费门架","虚拟门架",null,null,"G000237009001110","2|1",36.841816859691,117.205313516899,"K1+300","在用","2100-01-01","2999-12-31","3C1404","3D1403"
"ObjectId(""61f35b6a1642df6c4cd1cfb0"")","G000237009001120010","机场虚-机场收费门架","路段收费门架","虚拟门架",null,null,"G000237009001120","2|1",36.8418103337224,117.205612516796,"K1+300","在用","2100-01-01","2999-12-31","3D1403","3C1404"
"ObjectId(""61f35b6b1642df6c4cd1cfb1"")","G000237010000110010","济南东-港沟枢纽门架","路段收费门架","实体门架",0,null,"G000237010000110","2|1",36.659794,117.20754,"K21+000","在用","2100-01-01","2999-12-31","3C1C01","3D1C0A"
"ObjectId(""61f35b6b1642df6c4cd1cfb2"")","G000237010000210020","港沟枢纽-济绕济泰枢纽门架","路段收费门架","实体门架",0,null,"G000237010000210","2|1",36.587871,117.154719,"K30+540","在用","2100-01-01","2999-12-31","3C1C02","3D1C09"
"ObjectId(""61f35b6b1642df6c4cd1cfb3"")","G000237010000310030","济绕济泰枢纽-济南南门架","路段收费门架","实体门架",0,null,"G000237010000310","2|1",36.54869004,117.04321057,"K42+050","在用","2100-01-01","2999-12-31","3C1C03","3D1C08"
"ObjectId(""61f35b6b1642df6c4cd1cfb4"")","G000237010000410040","济南南-市中门架","路段收费门架","实体门架",0,null,"G000237010000410","2|1",36.559179,116.940492,"K51+450","在用","2100-01-01","2999-12-31","3C1C04","3D1C07"
